booking_id,passenger_id,flight_id,booking_date_id,status,seat_number,amount,amount_is_missing,payment_method
B1584,P1574,UK075,20250428,CANCELLED,21C,13317.93,False,NETBANKING
B1584,P1574,UK075,20250428,CANCELLED,21C,13148.95,False,CARD
B1585,P1028,6F233,20260108,CANCELLED,1C,11603.63,False,NETBANKING
B1585,P1028,6F233,20260108,CANCELLED,1C,11914.07,False,UPI
B1585,P1028,6F233,20260108,CANCELLED,1C,,True,UPI
B1586,P1721,SJ143,20251113,CANCELLED,25B,,,
B1587,P1523,SJ246,20250628,PENDING,34E,11740.35,False,NETBANKING
B1588,P1332,SJ247,20251104,CONFIRMED,10B,12810.22,False,UPI
B1589,P1296,UK157,20250831,PENDING,3D,3501.28,False,CARD
B1589,P1296,UK157,20250831,PENDING,3D,11781.84,False,UPI
B1589,P1296,UK157,20250831,PENDING,3D,14149.64,False,UPI
B1590,P1129,UK069,20260401,CONFIRMED,25B,1015.84,False,UPI
B1591,P1292,AI106,20251120,CANCELLED,8A,5274.56,False,UPI
B1591,P1292,AI106,20251120,CANCELLED,8A,11559.24,False,UPI
B1592,P1172,UK085,20251117,CONFIRMED,24F,,,
B1593,P1719,6F087,20250924,UNKNOWN,1A,,,
B1594,P1943,AI067,20250601,CONFIRMED,25E,1448.88,False,NETBANKING
B1595,P1023,6F226,20260107,PENDING,4E,13806.53,False,UPI
B1595,P1023,6F226,20260107,PENDING,4E,11063.32,False,UPI
B1596,P1098,SJ210,20251220,CONFIRMED,15E,3495.5,False,UPI
B1596,P1098,SJ210,20251220,CONFIRMED,15E,14525.4,False,UPI
B1597,P1405,6F269,20251023,CONFIRMED,33A,11103.08,False,CARD
B1597,P1405,6F269,20251023,CONFIRMED,33A,8089.18,False,UPI
B1598,P1355,UK013,20260102,CONFIRMED,11B,1959.04,False,CARD
B1598,P1355,UK013,20260102,CONFIRMED,11B,14019.19,False,NETBANKING
B1599,P1138,UK013,20250930,PENDING,9E,,,
B1600,P1502,UK143,20250720,PENDING,2C,12808.71,False,NETBANKING
B1600,P1502,UK143,20250720,PENDING,2C,11274.54,False,CARD
B1601,P1825,6F262,20250907,PENDING,28D,,,
B1602,P1173,6F042,20250707,UNKNOWN,2A,4028.21,False,NETBANKING
B1603,P1028,SJ118,20251206,CANCELLED,17E,,,
B1604,P1930,SJ118,20251117,CANCELLED,3C,,,
B1605,P1495,SJ082,20251003,CANCELLED,6C,,True,CARD
B1606,P1654,6F015,20250718,CONFIRMED,23E,6829.49,False,CARD
B1606,P1654,6F015,20250718,CONFIRMED,23E,5934.1,False,UPI
B1606,P1654,6F015,20250718,CONFIRMED,23E,8323.82,False,CARD
B1607,P1827,AI101,20260202,UNKNOWN,30F,10198.91,False,CARD
B1607,P1827,AI101,20260202,UNKNOWN,30F,2887.17,False,NETBANKING
B1608,P1350,SJ110,20250628,CANCELLED,10B,,,
B1609,P1553,SJ042,20251021,CANCELLED,19D,,,
B1610,P1298,6F145,20251013,CONFIRMED,27A,5809.44,False,NETBANKING
B1611,P1719,UK029,20260105,CANCELLED,14C,10642.75,False,CARD
B1611,P1719,UK029,20260105,CANCELLED,14C,11754.89,False,NETBANKING
B1612,P1841,SJ200,20250418,CANCELLED,28C,,,
B1613,P1944,SJ209,20260129,CONFIRMED,6A,11718.47,False,UPI
B1613,P1944,SJ209,20260129,CONFIRMED,6A,4590.83,False,NETBANKING
B1614,P1191,AI116,20250511,UNKNOWN,30B,2806.52,False,NETBANKING
B1614,P1191,AI116,20250511,UNKNOWN,30B,6159.25,False,UPI
B1615,P1671,6F117,20250523,CANCELLED,33B,11017.88,False,UPI
B1615,P1671,6F117,20250523,CANCELLED,33B,2652.76,False,CARD
B1616,P1063,SJ181,20251223,PENDING,17A,,,
B1617,P1754,AI070,20250510,UNKNOWN,18A,12237.51,False,CARD
B1618,P1769,AI070,20260119,CONFIRMED,1B,6904.57,False,NETBANKING
B1619,P1663,UK042,20260205,PENDING,13A,10938.67,False,NETBANKING
B1619,P1663,UK042,20260205,PENDING,13A,8605.08,False,UPI
B1619,P1663,UK042,20260205,PENDING,13A,14108.86,False,CARD
B1620,P1214,AI169,20260224,PENDING,1B,5731.24,False,UPI
B1620,P1214,AI169,20260224,PENDING,1B,13683.85,False,NETBANKING
B1620,P1214,AI169,20260224,PENDING,1B,3518.55,False,UPI
B1620,P1214,AI169,20260224,PENDING,1B,10875.33,False,UPI
B1621,P1833,6F021,20251221,PENDING,27A,3524.98,False,UPI
B1621,P1833,6F021,20251221,PENDING,27A,8280.27,False,UPI
B1622,P1165,SJ046,20250623,PENDING,19F,11617.72,False,UPI
B1622,P1165,SJ046,20250623,PENDING,19F,12378.6,False,CARD
B1622,P1165,SJ046,20250623,PENDING,19F,12642.38,False,UPI
B1623,P1542,AI211,20250817,CANCELLED,22B,11011.07,False,NETBANKING
B1623,P1542,AI211,20250817,CANCELLED,22B,10849.11,False,CARD
B1623,P1542,AI211,20250817,CANCELLED,22B,2351.71,False,CARD
B1623,P1542,AI211,20250817,CANCELLED,22B,12916.9,False,UPI
B1624,P1882,SJ091,20251220,CANCELLED,34F,,,
B1625,P1231,AI123,20260405,PENDING,7D,,,
B1626,P1793,6F053,20250417,CANCELLED,25C,7859.04,False,NETBANKING
B1627,P1540,UK012,20260109,PENDING,27E,11151.3,False,NETBANKING
B1627,P1540,UK012,20260109,PENDING,27E,12801.31,False,CARD
B1628,P1194,6F023,20251125,PENDING,33A,1971.53,False,CARD
B1629,P1505,AI250,20260102,CONFIRMED,11A,,,
B1630,P1333,AI238,20260407,PENDING,26F,11475.88,False,NETBANKING
B1631,P1767,UK096,20260217,CANCELLED,24F,7909.43,False,NETBANKING
B1631,P1767,UK096,20260217,CANCELLED,24F,9604.98,False,UPI
B1632,P1792,UK126,20260330,PENDING,1D,11397.25,False,NETBANKING
B1633,P1303,SJ195,20250830,CONFIRMED,8E,,,
B1634,P1832,SJ171,20251225,CANCELLED,1C,,,
B1635,P1436,AI136,20250814,UNKNOWN,7C,,,
B1636,P1322,SJ192,20250527,CONFIRMED,22B,14700.1,False,NETBANKING
B1637,P1501,6F035,20251201,PENDING,27C,11176.09,False,NETBANKING
B1637,P1501,6F035,20251201,PENDING,27C,6828.89,False,NETBANKING
B1637,P1501,6F035,20251201,PENDING,27C,7465.68,False,CARD
B1638,P1857,UK088,20260223,CONFIRMED,22C,,,
B1639,P1913,6F009,20250914,CONFIRMED,24E,5066.71,False,CARD
B1639,P1913,6F009,20250914,CONFIRMED,24E,1002.59,False,NETBANKING
B1640,P1392,6F004,20260128,CANCELLED,30B,,,
B1641,P1805,UK122,20260327,UNKNOWN,28D,14953.42,False,NETBANKING
B1642,P1598,AI251,20260215,PENDING,4E,6919.99,False,NETBANKING
B1643,P1148,AI027,20260204,PENDING,14A,,,
B1644,P1760,SJ165,20251020,PENDING,20E,10406.49,False,CARD
B1645,P1832,UK081,20250816,CONFIRMED,17D,2308.55,False,NETBANKING
B1646,P1404,UK191,20250927,CANCELLED,28C,12645.54,False,CARD
B1646,P1404,UK191,20250927,CANCELLED,28C,10009.34,False,UPI
B1647,P1282,SJ188,20251106,PENDING,14F,7863.11,False,NETBANKING
B1647,P1282,SJ188,20251106,PENDING,14F,9457.52,False,CARD
B1648,P1361,6F016,20250809,CONFIRMED,33D,3484.04,False,CARD
B1649,P1378,6F064,20260405,PENDING,4F,14719.81,False,UPI
B1649,P1378,6F064,20260405,PENDING,4F,13388.24,False,UPI
B1650,P1197,SJ105,20260403,UNKNOWN,10D,,,
B1651,P1555,SJ054,20250909,CANCELLED,21B,6941.55,False,NETBANKING
B1652,P1355,6F197,20251219,PENDING,23C,2694.0,False,NETBANKING
B1652,P1355,6F197,20251219,PENDING,23C,12576.65,False,UPI
B1652,P1355,6F197,20251219,PENDING,23C,4145.25,False,CARD
B1652,P1355,6F197,20251219,PENDING,23C,2104.63,False,NETBANKING
B1653,P1539,AI040,20260326,CANCELLED,31B,10350.94,False,NETBANKING
B1654,P1428,AI131,20250814,UNKNOWN,31A,12116.85,False,NETBANKING
B1655,P1016,6F141,20251009,PENDING,7D,,,
B1656,P1638,UK035,20250512,CONFIRMED,26E,9174.46,False,NETBANKING
B1657,P1378,AI005,20250828,CONFIRMED,12B,11326.44,False,UPI
B1658,P1679,AI001,20250622,CONFIRMED,18D,,,
B1659,P1505,UK211,20260117,PENDING,6D,,,
B1660,P1755,SJ189,20260404,CANCELLED,12D,,True,CARD
B1660,P1755,SJ189,20260404,CANCELLED,12D,5033.75,False,CARD
B1661,P1898,UK006,20250421,PENDING,18D,14848.6,False,CARD
B1661,P1898,UK006,20250421,PENDING,18D,6130.91,False,NETBANKING
B1662,P1075,6F189,20251013,CONFIRMED,17A,9168.1,False,NETBANKING
B1663,P1230,AI133,20250516,CANCELLED,15B,8481.4,False,CARD
B1663,P1230,AI133,20250516,CANCELLED,15B,12656.53,False,NETBANKING
B1663,P1230,AI133,20250516,CANCELLED,15B,14337.32,False,UPI
B1663,P1230,AI133,20250516,CANCELLED,15B,13004.79,False,NETBANKING
B1663,P1230,AI133,20250516,CANCELLED,15B,5715.1,False,CARD
B1663,P1230,AI133,20250516,CANCELLED,15B,12690.33,False,CARD
B1664,P1715,SJ216,20251108,CONFIRMED,25B,,,
B1665,P1961,SJ133,20260304,CANCELLED,29D,13434.66,False,UPI
B1666,P1247,UK082,20260305,PENDING,32C,4184.87,False,CARD
B1667,P1301,6F136,20260216,CANCELLED,32C,,,
B1668,P1725,6F039,20250430,PENDING,3B,,,
B1669,P1214,AI011,20250616,CONFIRMED,3E,,,
B1670,P1157,SJ225,20250512,CANCELLED,16C,,,
B1671,P1068,SJ024,20250708,CONFIRMED,22C,,,
B1672,P1392,AI109,20250801,CANCELLED,14E,6895.9,False,CARD
B1673,P1084,AI147,20250612,UNKNOWN,28B,,,
B1674,P1266,UK057,20251103,CANCELLED,18C,,,
B1675,P1068,6F111,20250801,CANCELLED,9A,,,
B1676,P1610,AI197,20260414,PENDING,24C,14683.17,False,UPI
B1676,P1610,AI197,20260414,PENDING,24C,11869.65,False,CARD
B1677,P1346,UK127,20260131,PENDING,29C,4648.87,False,NETBANKING
B1677,P1346,UK127,20260131,PENDING,29C,14950.31,False,CARD
B1678,P1961,6F240,20251231,PENDING,24B,3831.88,False,NETBANKING
B1679,P1727,6F257,20250817,CANCELLED,25A,,,
B1680,P1926,AI253,20260319,UNKNOWN,11F,,,
B1681,P1672,SJ135,20260402,CANCELLED,15C,11541.74,False,UPI
B1681,P1672,SJ135,20260402,CANCELLED,15C,14516.19,False,NETBANKING
B1682,P1422,UK112,20250710,CANCELLED,20B,2916.86,False,CARD
B1683,P1605,AI050,20250807,CONFIRMED,9C,8188.97,False,UPI
B1683,P1605,AI050,20250807,CONFIRMED,9C,11160.79,False,NETBANKING
B1684,P1173,UK060,20251118,PENDING,8E,,,
B1685,P1676,SJ183,20250515,CANCELLED,25E,5545.26,False,NETBANKING
B1685,P1676,SJ183,20250515,CANCELLED,25E,7155.18,False,NETBANKING
B1686,P1114,UK138,20251117,CONFIRMED,23E,1293.05,False,CARD
B1687,P1219,SJ071,20251012,PENDING,22F,,,
B1688,P1955,AI057,20250614,PENDING,9D,10945.95,False,NETBANKING
B1689,P1030,SJ151,20250710,CANCELLED,20B,8030.27,False,CARD
B1690,P1522,SJ144,20250628,PENDING,12C,7675.73,False,UPI
B1691,P1342,SJ087,20260123,PENDING,12E,10442.06,False,UPI
B1692,P1376,SJ066,20260402,CONFIRMED,18A,,,
B1693,P1129,AI247,20260102,CONFIRMED,11F,,,
B1694,P1999,SJ102,20260401,PENDING,24D,3525.42,False,CARD
B1694,P1999,SJ102,20260401,PENDING,24D,3628.19,False,CARD
B1695,P1616,6F252,20260413,CONFIRMED,4F,5969.93,False,NETBANKING
B1696,P1538,6F055,20251128,PENDING,11C,,,
B1697,P1738,AI204,20251112,CANCELLED,34B,,,
B1698,P1001,AI016,20260202,CONFIRMED,31D,8023.98,False,NETBANKING
B1699,P1870,AI209,20251211,PENDING,15D,8211.18,False,CARD
B1699,P1870,AI209,20251211,PENDING,15D,,True,NETBANKING
B1699,P1870,AI209,20251211,PENDING,15D,6149.02,False,NETBANKING
B1699,P1870,AI209,20251211,PENDING,15D,8784.73,False,NETBANKING
B1700,P1100,SJ211,20260104,PENDING,14B,6028.27,False,CARD
B1701,P1532,6F103,20251016,CONFIRMED,13F,,,
B1702,P1057,UK182,20250422,CONFIRMED,31F,13329.36,False,CARD
B1702,P1057,UK182,20250422,CONFIRMED,31F,,True,NETBANKING
B1703,P1388,6F264,20251225,CANCELLED,19B,5813.95,False,NETBANKING
B1703,P1388,6F264,20251225,CANCELLED,19B,6181.25,False,NETBANKING
B1704,P1691,6F027,20250723,PENDING,29A,13993.49,False,NETBANKING
B1705,P1940,UK198,20260131,CANCELLED,3B,1658.55,False,UPI
B1705,P1940,UK198,20260131,CANCELLED,3B,2089.75,False,CARD
B1705,P1940,UK198,20260131,CANCELLED,3B,10970.63,False,NETBANKING
B1705,P1940,UK198,20260131,CANCELLED,3B,6139.86,False,UPI
B1706,P1340,6F171,20250907,CANCELLED,15C,,,
B1707,P1860,AI004,20250705,CANCELLED,1B,,,
B1708,P1019,6F157,20251122,CONFIRMED,3C,,,
B1709,P1254,AI018,20251003,CANCELLED,22B,,,
B1710,P1316,UK098,20250805,CONFIRMED,21E,12059.65,False,CARD
B1711,P1037,6F167,20260129,UNKNOWN,4C,,,
B1712,P1659,AI228,20250906,CANCELLED,17C,,,
B1713,P1536,SJ242,20250831,CANCELLED,17D,,,
B1714,P1385,6F227,20251211,PENDING,34C,5064.12,False,NETBANKING
B1715,P1632,6F037,20250827,CANCELLED,20C,,,
B1716,P1927,6F107,20251222,PENDING,28A,,,
B1717,P1025,SJ125,20251106,CANCELLED,14A,1220.3,False,NETBANKING
B1717,P1025,SJ125,20251106,CANCELLED,14A,1187.92,False,UPI
B1718,P1453,UK117,20250617,CANCELLED,9B,7833.36,False,UPI
B1718,P1453,UK117,20250617,CANCELLED,9B,10479.42,False,UPI
B1719,P1680,6F192,20251112,CANCELLED,29E,5781.1,False,UPI
B1720,P1322,AI201,20251127,CANCELLED,27B,5194.3,False,NETBANKING
B1721,P1736,SJ126,20260325,PENDING,21A,,,
B1722,P1512,AI177,20260210,PENDING,5E,,True,CARD
B1723,P1818,AI092,20251223,CANCELLED,26B,,,
B1724,P1772,6F076,20251010,CANCELLED,11D,10484.53,False,UPI
B1725,P1012,AI185,20250429,PENDING,1E,,True,NETBANKING
B1726,P1914,AI055,20250514,CONFIRMED,2B,3304.78,False,NETBANKING
B1726,P1914,AI055,20250514,CONFIRMED,2B,7008.67,False,UPI
B1727,P1907,6F222,20260315,CONFIRMED,27D,,,
B1728,P1559,AI090,20251212,CONFIRMED,1C,7592.89,False,CARD
B1729,P1920,AI183,20250603,PENDING,4F,2726.28,False,NETBANKING
B1730,P1824,AI041,20250429,PENDING,25F,,True,NETBANKING
B1731,P1370,6F210,20250712,CONFIRMED,25F,1355.89,False,CARD
B1732,P1290,AI170,20260115,CONFIRMED,3A,7405.96,False,NETBANKING
B1733,P1331,SJ008,20260416,CANCELLED,2E,10832.74,False,CARD
B1734,P1605,AI049,20250929,PENDING,27E,2972.66,False,CARD
B1735,P1260,SJ132,20250512,PENDING,34E,10012.48,False,NETBANKING
B1736,P1993,SJ224,20260126,CONFIRMED,28E,6802.73,False,NETBANKING
B1736,P1993,SJ224,20260126,CONFIRMED,28E,1787.85,False,CARD
B1737,P1789,UK038,20250611,CONFIRMED,1E,12049.41,False,CARD
B1738,P1870,SJ220,20250814,PENDING,27B,8457.96,False,NETBANKING
B1738,P1870,SJ220,20250814,PENDING,27B,7204.52,False,CARD
B1738,P1870,SJ220,20250814,PENDING,27B,10340.66,False,NETBANKING
B1739,P1204,6F124,20250629,CANCELLED,34F,8263.32,False,UPI
B1740,P1696,SJ164,20251116,CONFIRMED,14D,,,
B1741,P1686,AI026,20250518,PENDING,18E,4483.43,False,UPI
B1742,P1949,6F144,20250914,PENDING,16D,,,
B1743,P1386,6F137,20251121,UNKNOWN,6F,4062.36,False,NETBANKING
B1744,P1891,UK139,20250905,CANCELLED,10A,9225.17,False,CARD
B1745,P1820,UK139,20250520,CONFIRMED,27B,10889.16,False,NETBANKING
B1746,P1467,SJ140,20250831,CONFIRMED,34D,,,
B1747,P1414,6F131,20250420,CONFIRMED,9F,,,
B1748,P1068,UK128,20251115,PENDING,9A,13170.94,False,UPI
B1749,P1471,SJ219,20260219,CONFIRMED,23D,,,
B1750,P1103,SJ159,20250921,PENDING,33D,,,
B1751,P1757,UK192,20250919,CONFIRMED,17E,14391.99,False,UPI
B1752,P1160,AI014,20250813,CANCELLED,34F,,,
B1753,P1199,SJ152,20250808,CANCELLED,5C,4016.57,False,UPI
B1754,P1215,SJ060,20260211,PENDING,3C,12013.34,False,UPI
B1755,P1945,AI127,20260217,CANCELLED,10F,4760.39,False,CARD
B1756,P1211,SJ096,20260127,PENDING,11F,,True,NETBANKING
B1757,P1507,AI215,20250424,PENDING,22B,1608.39,False,CARD
B1758,P1015,UK009,20260228,CANCELLED,26B,8260.94,False,NETBANKING
B1759,P1497,AI171,20251026,PENDING,16F,2656.83,False,UPI
B1759,P1497,AI171,20251026,PENDING,16F,8269.17,False,UPI
B1760,P1883,UK151,20260114,CANCELLED,31B,12133.03,False,NETBANKING
B1761,P1331,AI099,20250522,CONFIRMED,15A,13916.72,False,UPI
B1761,P1331,AI099,20250522,CONFIRMED,15A,5266.12,False,NETBANKING
B1761,P1331,AI099,20250522,CONFIRMED,15A,12083.73,False,CARD
B1761,P1331,AI099,20250522,CONFIRMED,15A,4405.82,False,NETBANKING
B1762,P1716,UK050,20250604,CONFIRMED,32B,2987.06,False,UPI
B1762,P1716,UK050,20250604,CONFIRMED,32B,10910.07,False,NETBANKING
B1763,P1876,UK092,20251006,CANCELLED,3B,,True,CARD
B1764,P1550,SJ058,20250620,CANCELLED,13B,10528.45,False,NETBANKING
B1765,P1600,SJ090,20251221,CANCELLED,1C,10025.41,False,UPI
B1765,P1600,SJ090,20251221,CANCELLED,1C,13900.07,False,NETBANKING
B1766,P1941,6F173,20250907,CANCELLED,1F,,,
B1767,P1255,AI186,20251119,CONFIRMED,6D,5997.12,False,UPI
B1767,P1255,AI186,20251119,CONFIRMED,6D,4465.09,False,UPI
B1768,P1991,AI130,20260323,PENDING,13C,2835.7,False,NETBANKING
B1769,P1765,SJ111,20251123,UNKNOWN,6F,1168.88,False,CARD
B1769,P1765,SJ111,20251123,UNKNOWN,6F,1296.41,False,UPI
B1770,P1727,6F203,20250804,CONFIRMED,8D,,,
B1771,P1879,6F138,20250524,PENDING,1F,6761.89,False,NETBANKING
B1772,P1814,6F109,20250829,UNKNOWN,10B,,,
B1773,P1171,AI074,20260101,PENDING,16E,11699.42,False,NETBANKING
B1774,P1648,UK161,20260107,CANCELLED,1B,,,
B1775,P1999,AI008,20250619,CANCELLED,14B,13185.54,False,UPI
B1776,P1497,UK121,20251227,CANCELLED,17A,8385.89,False,CARD
B1776,P1497,UK121,20251227,CANCELLED,17A,8306.25,False,UPI
B1777,P1470,6F154,20250426,CONFIRMED,11A,9927.3,False,UPI
B1778,P1383,6F161,20250801,CONFIRMED,10D,,,
B1779,P1689,6F153,20260201,PENDING,22B,8876.97,False,UPI
B1780,P1588,6F225,20260210,PENDING,11B,,,
B1781,P1699,AI191,20260209,PENDING,18C,,,
B1782,P1506,AI218,20250818,CONFIRMED,25F,4755.95,False,NETBANKING
B1783,P1991,6F267,20250928,PENDING,25D,8201.65,False,NETBANKING
B1784,P1526,UK125,20250820,CANCELLED,1B,1577.5,False,UPI
B1785,P1803,6F208,20250819,PENDING,1B,2489.15,False,UPI
B1786,P1830,6F119,20260212,CANCELLED,26B,14801.3,False,CARD
B1787,P1324,AI063,20250711,CONFIRMED,1E,4567.25,False,CARD
B1787,P1324,AI063,20250711,CONFIRMED,1E,6253.45,False,UPI
B1787,P1324,AI063,20250711,CONFIRMED,1E,2509.98,False,CARD
B1788,P1213,UK016,20250605,CANCELLED,2B,,,
B1789,P1207,6F048,20260113,CANCELLED,30F,11758.27,False,NETBANKING
B1790,P1168,6F266,20250423,CANCELLED,28A,1700.5,False,CARD
B1790,P1168,6F266,20250423,CANCELLED,28A,3271.3,False,CARD
B1791,P1329,AI167,20260224,CONFIRMED,3C,,,
B1792,P1279,6F165,20260117,CONFIRMED,8E,,,
B1793,P1977,SJ104,20251125,CONFIRMED,14C,12515.25,False,NETBANKING
B1794,P1304,UK160,20250626,CONFIRMED,8D,,,
B1795,P1145,UK160,20260321,PENDING,9C,11714.65,False,CARD
B1796,P1774,SJ230,20251128,CONFIRMED,9B,,,
B1797,P1515,AI042,20250603,CANCELLED,1A,,,
B1798,P1089,UK197,20250516,CONFIRMED,23E,,True,CARD
B1798,P1089,UK197,20250516,CONFIRMED,23E,14793.78,False,UPI
B1799,P1452,AI107,20260205,PENDING,16E,,,
B1800,P1059,SJ128,20250822,PENDING,7F,4478.56,False,NETBANKING
B1801,P1310,6F121,20260414,PENDING,34F,,,
B1802,P1527,AI111,20250630,UNKNOWN,16B,2072.55,False,UPI
B1803,P1226,SJ137,20260221,CONFIRMED,24F,5663.2,False,UPI
B1804,P1473,AI232,20251112,CONFIRMED,1F,9496.04,False,UPI
B1805,P1977,SJ113,20251026,CONFIRMED,14B,,True,CARD
B1806,P1540,AI117,20250802,CANCELLED,17A,14488.78,False,NETBANKING
B1807,P1662,6F185,20250628,CANCELLED,12C,1759.8,False,UPI
B1808,P1756,AI194,20260126,PENDING,3B,,,
B1809,P1781,UK045,20260409,PENDING,13B,2114.98,False,CARD
B1810,P1078,6F228,20260320,CONFIRMED,34B,,,
B1811,P1432,SJ190,20260404,CANCELLED,25A,9625.29,False,NETBANKING
B1812,P1800,AI156,20260106,CANCELLED,8A,1736.99,False,UPI
B1813,P1152,AI104,20250421,UNKNOWN,9D,,,
B1814,P1788,UK033,20250622,CONFIRMED,26C,8653.51,False,UPI
B1814,P1788,UK033,20250622,CONFIRMED,26C,1286.68,False,UPI
B1815,P1400,UK137,20250501,PENDING,3C,4905.53,False,NETBANKING
B1815,P1400,UK137,20250501,PENDING,3C,1450.31,False,UPI
B1816,P1278,UK214,20250621,PENDING,20F,,True,NETBANKING
B1816,P1278,UK214,20250621,PENDING,20F,4762.94,False,UPI
B1817,P1056,6F033,20250607,PENDING,28D,11252.26,False,NETBANKING
B1817,P1056,6F033,20250607,PENDING,28D,7766.36,False,CARD
B1818,P1976,AI114,20251107,CONFIRMED,26B,4317.72,False,NETBANKING
B1819,P1185,AI017,20260119,CONFIRMED,21E,,,
B1820,P1397,6F244,20251201,PENDING,18E,7609.63,False,UPI
B1820,P1397,6F244,20251201,PENDING,18E,14865.24,False,UPI
B1821,P1604,6F160,20251127,PENDING,1C,5390.05,False,UPI
B1821,P1604,6F160,20251127,PENDING,1C,,True,UPI
B1821,P1604,6F160,20251127,PENDING,1C,,True,CARD
B1822,P1787,6F088,20260105,CANCELLED,17D,7545.61,False,NETBANKING
B1823,P1157,6F155,20251126,CANCELLED,19E,7854.23,False,UPI
B1824,P1786,AI095,20260415,PENDING,9B,10599.9,False,CARD
B1825,P1692,6F139,20250517,PENDING,5E,5950.28,False,CARD
B1826,P1358,6F101,20250711,CANCELLED,19A,5128.12,False,CARD
B1827,P1439,AI054,20250623,PENDING,20D,12661.75,False,UPI
B1827,P1439,AI054,20250623,PENDING,20D,13802.23,False,NETBANKING
B1828,P1588,SJ094,20250518,CANCELLED,25B,9418.44,False,UPI
B1829,P1465,6F217,20260115,CANCELLED,4E,4847.06,False,CARD
B1830,P1662,6F100,20260415,CANCELLED,23C,12651.33,False,CARD
B1831,P1445,6F081,20260205,CONFIRMED,21C,12421.49,False,CARD
B1831,P1445,6F081,20260205,CONFIRMED,21C,13574.02,False,CARD
B1832,P1749,SJ156,20250617,CONFIRMED,4D,11197.41,False,NETBANKING
B1833,P1800,6F060,20250607,PENDING,27D,5872.19,False,UPI
B1834,P1742,UK129,20250814,CANCELLED,33E,7570.53,False,NETBANKING
B1835,P1487,UK032,20260207,CONFIRMED,2E,,,
B1836,P1529,AI166,20250923,PENDING,13A,,,
B1837,P1072,SJ056,20251031,PENDING,22F,14269.72,False,UPI
B1837,P1072,SJ056,20251031,PENDING,22F,14270.18,False,NETBANKING
B1837,P1072,SJ056,20251031,PENDING,22F,10803.01,False,NETBANKING
B1838,P1928,SJ101,20250612,PENDING,18F,,,
B1839,P1927,SJ065,20250509,PENDING,9C,11811.63,False,UPI
B1839,P1927,SJ065,20250509,PENDING,9C,4984.54,False,CARD
B1840,P1700,SJ100,20250419,PENDING,34A,7085.2,False,CARD
B1841,P1949,UK011,20251024,CANCELLED,1E,,,
B1842,P1016,6F062,20260217,PENDING,3B,1998.52,False,UPI
B1842,P1016,6F062,20260217,PENDING,3B,7815.3,False,NETBANKING
B1843,P1530,SJ176,20250815,CANCELLED,23E,4159.73,False,CARD
B1843,P1530,SJ176,20250815,CANCELLED,23E,1488.32,False,UPI
B1844,P1730,6F120,20251126,CONFIRMED,3B,,True,CARD
B1844,P1730,6F120,20251126,CONFIRMED,3B,7078.61,False,NETBANKING
B1845,P1325,AI121,20260305,PENDING,24A,3147.85,False,UPI
B1846,P1994,UK072,20250830,CONFIRMED,34F,8100.01,False,UPI
B1847,P1631,AI006,20260406,CANCELLED,11B,10999.02,False,UPI
B1848,P1612,SJ231,20250519,CANCELLED,30D,1779.42,False,UPI
B1848,P1612,SJ231,20250519,CANCELLED,30D,4902.58,False,UPI
B1849,P1545,SJ129,20250624,UNKNOWN,12E,,,
B1850,P1595,6F110,20250421,PENDING,33B,7542.02,False,CARD
B1850,P1595,6F110,20250421,PENDING,33B,14670.86,False,NETBANKING
B1851,P1920,6F231,20251126,PENDING,2D,,,
B1852,P1707,6F095,20250809,CONFIRMED,33E,2491.83,False,CARD
B1853,P1841,UK054,20250505,CONFIRMED,18F,8948.88,False,NETBANKING
B1854,P1201,SJ123,20250810,CONFIRMED,29D,6004.76,False,NETBANKING
B1854,P1201,SJ123,20250810,CONFIRMED,29D,14521.74,False,UPI
B1854,P1201,SJ123,20250810,CONFIRMED,29D,10538.38,False,NETBANKING
B1854,P1201,SJ123,20250810,CONFIRMED,29D,2278.95,False,UPI
B1855,P1343,6F006,20260104,PENDING,3D,12165.24,False,CARD
B1855,P1343,6F006,20260104,PENDING,3D,9744.36,False,UPI
B1856,P1852,UK226,20250504,PENDING,4E,11604.48,False,CARD
B1856,P1852,UK226,20250504,PENDING,4E,14055.6,False,NETBANKING
B1857,P1522,AI065,20260307,PENDING,17E,4516.22,False,NETBANKING
B1857,P1522,AI065,20260307,PENDING,17E,13134.7,False,CARD
B1858,P1858,6F008,20251125,UNKNOWN,10B,,,
B1859,P1399,AI195,20251111,PENDING,7B,,,
B1860,P1217,UK043,20250801,UNKNOWN,3A,2531.6,False,UPI
B1860,P1217,UK043,20250801,UNKNOWN,3A,6999.9,False,NETBANKING
B1861,P1444,AI125,20251015,CONFIRMED,25E,9044.04,False,UPI
B1862,P1764,AI089,20251005,PENDING,21A,,,
B1863,P1221,UK019,20260212,CONFIRMED,22C,9857.74,False,NETBANKING
B1863,P1221,UK019,20260212,CONFIRMED,22C,13070.93,False,CARD
B1864,P1382,UK078,20250927,CANCELLED,22C,10081.04,False,UPI
B1865,P1880,SJ009,20250728,CANCELLED,15E,11740.51,False,NETBANKING
B1866,P1591,UK178,20260128,CONFIRMED,7A,4987.99,False,NETBANKING
B1867,P1006,UK018,20251123,CONFIRMED,13D,8158.17,False,NETBANKING
B1868,P1271,SJ059,20260410,CANCELLED,29E,,,
